2021-12-19 00:05:34.487 | DEBUG    | textprocessor:execute:20 - Processing text: This food is great
2021-12-19 00:07:06.973 | INFO     | __main__:main:34 - Processing line: It is Diwali today in India. We celebrate this festival with great fervour. It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi. It is also the New Year for Gujratis. Retailers look forward to this festival, as people go on a shopping spree. Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.

2021-12-19 00:07:06.973 | DEBUG    | textprocessor:execute:20 - Processing text: It is Diwali today in India. We celebrate this festival with great fervour. It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi. It is also the New Year for Gujratis. Retailers look forward to this festival, as people go on a shopping spree. Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.
2021-12-19 00:07:08.532 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is Diwali today in India.
2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:23 - Executing sentence=We celebrate this festival with great fervour.
2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi.
2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is also the New Year for Gujratis.
2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:23 - Executing sentence=Retailers look forward to this festival, as people go on a shopping spree.
2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.
2021-12-19 00:07:08.533 | INFO     | __main__:main:34 - Processing line: It was the very big island's windward side

2021-12-19 00:07:08.533 | DEBUG    | textprocessor:execute:20 - Processing text: It was the very big island's windward side
2021-12-19 00:07:09.181 | DEBUG    | textprocessor:execute:23 - Executing sentence=It was the very big island's windward side
2021-12-19 00:07:09.182 | INFO     | __main__:main:34 - Processing line: It was the very big island's windward side that had eastern shore's rocks

2021-12-19 00:07:09.182 | DEBUG    | textprocessor:execute:20 - Processing text: It was the very big island's windward side that had eastern shore's rocks
2021-12-19 00:07:09.930 | DEBUG    | textprocessor:execute:23 - Executing sentence=It was the very big island's windward side that had eastern shore's rocks
2021-12-19 00:07:09.931 | INFO     | __main__:main:34 - Processing line: Justin went into a fight unnecessarily

2021-12-19 00:07:09.931 | DEBUG    | textprocessor:execute:20 - Processing text: Justin went into a fight unnecessarily
2021-12-19 00:07:10.478 | DEBUG    | textprocessor:execute:23 - Executing sentence=Justin went into a fight unnecessarily
2021-12-19 00:07:10.478 | INFO     | __main__:main:34 - Processing line: Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva

2021-12-19 00:07:10.478 | DEBUG    | textprocessor:execute:20 - Processing text: Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva
2021-12-19 00:07:11.149 | DEBUG    | textprocessor:execute:23 - Executing sentence=Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva
2021-12-19 00:07:11.149 | INFO     | __main__:main:34 - Processing line: Manoj Das is brother of Rinku Das

2021-12-19 00:07:11.149 | DEBUG    | textprocessor:execute:20 - Processing text: Manoj Das is brother of Rinku Das
2021-12-19 00:07:11.888 | DEBUG    | textprocessor:execute:23 - Executing sentence=Manoj Das is brother of Rinku Das
2021-12-19 00:07:11.889 | INFO     | __main__:main:34 - Processing line: Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter

2021-12-19 00:07:11.889 | DEBUG    | textprocessor:execute:20 - Processing text: Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter
2021-12-19 00:07:12.934 | DEBUG    | textprocessor:execute:23 - Executing sentence=Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter
2021-12-19 00:07:12.935 | INFO     | __main__:main:34 - Processing line: Mortgage renewal process starts 120 days prior to end of term

2021-12-19 00:07:12.935 | DEBUG    | textprocessor:execute:20 - Processing text: Mortgage renewal process starts 120 days prior to end of term
2021-12-19 00:07:13.672 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mortgage renewal process starts 120 days prior to end of term
2021-12-19 00:07:13.672 | INFO     | __main__:main:34 - Processing line: Mumbai is the capital of Maharashtra

2021-12-19 00:07:13.672 | DEBUG    | textprocessor:execute:20 - Processing text: Mumbai is the capital of Maharashtra
2021-12-19 00:07:14.141 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mumbai is the capital of Maharashtra
2021-12-19 00:07:14.142 | INFO     | __main__:main:34 - Processing line: Mumbai is the financial capital of India

2021-12-19 00:07:14.142 | DEBUG    | textprocessor:execute:20 - Processing text: Mumbai is the financial capital of India
2021-12-19 00:07:14.753 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mumbai is the financial capital of India
2021-12-19 00:07:14.753 | INFO     | __main__:main:34 - Processing line: Once upon a time there were three bears

2021-12-19 00:07:14.753 | DEBUG    | textprocessor:execute:20 - Processing text: Once upon a time there were three bears
2021-12-19 00:07:15.130 | DEBUG    | textprocessor:execute:23 - Executing sentence=Once upon a time there were three bears
2021-12-19 00:07:15.130 | INFO     | __main__:main:34 - Processing line: Once upon a time there were three bears who were married

2021-12-19 00:07:15.130 | DEBUG    | textprocessor:execute:20 - Processing text: Once upon a time there were three bears who were married
2021-12-19 00:07:15.693 | DEBUG    | textprocessor:execute:23 - Executing sentence=Once upon a time there were three bears who were married
2021-12-19 00:07:15.693 | INFO     | __main__:main:34 - Processing line: People light lamps in their homes

2021-12-19 00:07:15.693 | DEBUG    | textprocessor:execute:20 - Processing text: People light lamps in their homes
2021-12-19 00:07:16.212 | DEBUG    | textprocessor:execute:23 - Executing sentence=People light lamps in their homes
2021-12-19 00:07:16.212 | INFO     | __main__:main:34 - Processing line: People worship Godess Lakshmi

2021-12-19 00:07:16.212 | DEBUG    | textprocessor:execute:20 - Processing text: People worship Godess Lakshmi
2021-12-19 00:07:16.733 | DEBUG    | textprocessor:execute:23 - Executing sentence=People worship Godess Lakshmi
2021-12-19 00:07:16.734 | INFO     | __main__:main:34 - Processing line: The US President is Joe Biden

2021-12-19 00:07:16.734 | DEBUG    | textprocessor:execute:20 - Processing text: The US President is Joe Biden
2021-12-19 00:07:17.230 | DEBUG    | textprocessor:execute:23 - Executing sentence=The US President is Joe Biden
2021-12-19 00:07:17.230 | INFO     | __main__:main:34 - Processing line: Thriller is a hit album of Michael Jackson, released in 1984

2021-12-19 00:07:17.230 | DEBUG    | textprocessor:execute:20 - Processing text: Thriller is a hit album of Michael Jackson, released in 1984
2021-12-19 00:07:17.963 | DEBUG    | textprocessor:execute:23 - Executing sentence=Thriller is a hit album of Michael Jackson, released in 1984
2021-12-19 00:07:17.964 | INFO     | __main__:main:34 - Processing line: Thriller is a hit album of Michael Jackson, released in early 1984

2021-12-19 00:07:17.964 | DEBUG    | textprocessor:execute:20 - Processing text: Thriller is a hit album of Michael Jackson, released in early 1984
2021-12-19 00:07:18.645 | DEBUG    | textprocessor:execute:23 - Executing sentence=Thriller is a hit album of Michael Jackson, released in early 1984
2021-12-19 00:07:18.646 | INFO     | __main__:main:34 - Processing line: We have a working prototype of a rocket
2021-12-19 00:07:18.646 | DEBUG    | textprocessor:execute:20 - Processing text: We have a working prototype of a rocket
2021-12-19 00:07:19.217 | DEBUG    | textprocessor:execute:23 - Executing sentence=We have a working prototype of a rocket
2021-12-19 00:07:19.218 | INFO     | __main__:main:37 - Done
2021-12-19 00:09:39.362 | INFO     | __main__:main:34 - Processing line: Baby One More Time is a song by Britney Spears

2021-12-19 00:09:39.363 | DEBUG    | textprocessor:execute:20 - Processing text: Baby One More Time is a song by Britney Spears
2021-12-19 00:09:39.378 | DEBUG    | textprocessor:execute:23 - Executing sentence=Baby One More Time is a song by Britney Spears
2021-12-19 00:09:39.378 | INFO     | __main__:main:34 - Processing line: Christmas is celebrated across the world by Chirstians

2021-12-19 00:09:39.378 | DEBUG    | textprocessor:execute:20 - Processing text: Christmas is celebrated across the world by Chirstians
2021-12-19 00:09:39.388 | DEBUG    | textprocessor:execute:23 - Executing sentence=Christmas is celebrated across the world by Chirstians
2021-12-19 00:09:39.388 | INFO     | __main__:main:34 - Processing line: Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks

2021-12-19 00:09:39.389 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks
2021-12-19 00:09:39.407 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks
2021-12-19 00:09:39.408 | INFO     | __main__:main:34 - Processing line: Diwali is generally a time for visits, gifts, new clothes, feasts, feeding the poor, and lighting fireworks

2021-12-19 00:09:39.408 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is generally a time for visits, gifts, new clothes, feasts, feeding the poor, and lighting fireworks
2021-12-19 00:09:39.420 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is generally a time for visits, gifts, new clothes, feasts, feeding the poor, and lighting fireworks
2021-12-19 00:09:39.420 | INFO     | __main__:main:34 - Processing line: Diwali is known as the Festival of Lights

2021-12-19 00:09:39.420 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is known as the Festival of Lights
2021-12-19 00:09:39.427 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is known as the Festival of Lights
2021-12-19 00:09:39.427 | INFO     | __main__:main:34 - Processing line: Diwali is known as the Festival of Lights, as people light lamps in their homes and worship Godess Lakshmi

2021-12-19 00:09:39.427 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is known as the Festival of Lights, as people light lamps in their homes and worship Godess Lakshmi
2021-12-19 00:09:39.438 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is known as the Festival of Lights, as people light lamps in their homes and worship Godess Lakshmi
2021-12-19 00:09:39.439 | INFO     | __main__:main:34 - Processing line: Diwali is time for brand new clothes, attending feasts

2021-12-19 00:09:39.439 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is time for brand new clothes, attending feasts
2021-12-19 00:09:39.446 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is time for brand new clothes, attending feasts
2021-12-19 00:09:39.446 | INFO     | __main__:main:34 - Processing line: Diwali is time for extremely expensive clothes, attending feasts

2021-12-19 00:09:39.446 | DEBUG    | textprocessor:execute:20 - Processing text: Diwali is time for extremely expensive clothes, attending feasts
2021-12-19 00:09:39.454 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is time for extremely expensive clothes, attending feasts
2021-12-19 00:09:39.454 | INFO     | __main__:main:34 - Processing line: Donald Trump is the worst president of USA

2021-12-19 00:09:39.454 | DEBUG    | textprocessor:execute:20 - Processing text: Donald Trump is the worst president of USA
2021-12-19 00:09:39.460 | DEBUG    | textprocessor:execute:23 - Executing sentence=Donald Trump is the worst president of USA
2021-12-19 00:09:39.460 | INFO     | __main__:main:34 - Processing line: Donald Trump isn't the worst president of USA, but Hillary Clinton is better than Donald Trump

2021-12-19 00:09:39.460 | DEBUG    | textprocessor:execute:20 - Processing text: Donald Trump isn't the worst president of USA, but Hillary Clinton is better than Donald Trump
2021-12-19 00:09:39.472 | DEBUG    | textprocessor:execute:23 - Executing sentence=Donald Trump isn't the worst president of USA, but Hillary Clinton is better than Donald Trump
2021-12-19 00:09:39.472 | INFO     | __main__:main:34 - Processing line: Donald Trump isn't the worst president of USA, but Hillary Clinton is better than him

2021-12-19 00:09:39.472 | DEBUG    | textprocessor:execute:20 - Processing text: Donald Trump isn't the worst president of USA, but Hillary Clinton is better than him
2021-12-19 00:09:39.483 | DEBUG    | textprocessor:execute:23 - Executing sentence=Donald Trump isn't the worst president of USA, but Hillary Clinton is better than him
2021-12-19 00:09:39.484 | INFO     | __main__:main:34 - Processing line: Gujratis go on a shopping spree during Diwali

2021-12-19 00:09:39.484 | DEBUG    | textprocessor:execute:20 - Processing text: Gujratis go on a shopping spree during Diwali
2021-12-19 00:09:39.490 | DEBUG    | textprocessor:execute:23 - Executing sentence=Gujratis go on a shopping spree during Diwali
2021-12-19 00:09:39.490 | INFO     | __main__:main:34 - Processing line: IBM is a very large company headquartered in USA

2021-12-19 00:09:39.490 | DEBUG    | textprocessor:execute:20 - Processing text: IBM is a very large company headquartered in USA
2021-12-19 00:09:39.498 | DEBUG    | textprocessor:execute:23 - Executing sentence=IBM is a very large company headquartered in USA
2021-12-19 00:09:39.498 | INFO     | __main__:main:34 - Processing line: IBM is a very large company that is headquartered in USA

2021-12-19 00:09:39.498 | DEBUG    | textprocessor:execute:20 - Processing text: IBM is a very large company that is headquartered in USA
2021-12-19 00:09:39.506 | DEBUG    | textprocessor:execute:23 - Executing sentence=IBM is a very large company that is headquartered in USA
2021-12-19 00:09:39.506 | INFO     | __main__:main:34 - Processing line: IBM is headquartered in USA

2021-12-19 00:09:39.506 | DEBUG    | textprocessor:execute:20 - Processing text: IBM is headquartered in USA
2021-12-19 00:09:39.512 | DEBUG    | textprocessor:execute:23 - Executing sentence=IBM is headquartered in USA
2021-12-19 00:09:39.512 | INFO     | __main__:main:34 - Processing line: IBM's headquarters are in USA

2021-12-19 00:09:39.512 | DEBUG    | textprocessor:execute:20 - Processing text: IBM's headquarters are in USA
2021-12-19 00:09:39.518 | DEBUG    | textprocessor:execute:23 - Executing sentence=IBM's headquarters are in USA
2021-12-19 00:09:39.519 | INFO     | __main__:main:34 - Processing line: It is Diwali today in India. We celebrate this festival with great fervour. It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi. It is also the New Year for Gujratis. Retailers look forward to this festival, as people go on a shopping spree. Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.

2021-12-19 00:09:39.519 | DEBUG    | textprocessor:execute:20 - Processing text: It is Diwali today in India. We celebrate this festival with great fervour. It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi. It is also the New Year for Gujratis. Retailers look forward to this festival, as people go on a shopping spree. Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.
2021-12-19 00:09:39.556 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is Diwali today in India.
2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:23 - Executing sentence=We celebrate this festival with great fervour.
2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is known as the 'Festival of Lights', as people light lamps in their homes and worship Godess Lakshmi.
2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:23 - Executing sentence=It is also the New Year for Gujratis.
2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:23 - Executing sentence=Retailers look forward to this festival, as people go on a shopping spree.
2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:23 - Executing sentence=Diwali is generally a time for visits, exchanging gifts, wearing new clothes, attending feasts, feeding the poor, and lighting fireworks.
2021-12-19 00:09:39.557 | INFO     | __main__:main:34 - Processing line: It was the very big island's windward side

2021-12-19 00:09:39.557 | DEBUG    | textprocessor:execute:20 - Processing text: It was the very big island's windward side
2021-12-19 00:09:39.564 | DEBUG    | textprocessor:execute:23 - Executing sentence=It was the very big island's windward side
2021-12-19 00:09:39.565 | INFO     | __main__:main:34 - Processing line: It was the very big island's windward side that had eastern shore's rocks

2021-12-19 00:09:39.565 | DEBUG    | textprocessor:execute:20 - Processing text: It was the very big island's windward side that had eastern shore's rocks
2021-12-19 00:09:39.574 | DEBUG    | textprocessor:execute:23 - Executing sentence=It was the very big island's windward side that had eastern shore's rocks
2021-12-19 00:09:39.574 | INFO     | __main__:main:34 - Processing line: Justin went into a fight unnecessarily

2021-12-19 00:09:39.574 | DEBUG    | textprocessor:execute:20 - Processing text: Justin went into a fight unnecessarily
2021-12-19 00:09:39.581 | DEBUG    | textprocessor:execute:23 - Executing sentence=Justin went into a fight unnecessarily
2021-12-19 00:09:39.581 | INFO     | __main__:main:34 - Processing line: Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva

2021-12-19 00:09:39.581 | DEBUG    | textprocessor:execute:20 - Processing text: Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva
2021-12-19 00:09:39.591 | DEBUG    | textprocessor:execute:23 - Executing sentence=Lord Ganesha is the son of Godess Parvati, who is the wife of Shiva
2021-12-19 00:09:39.591 | INFO     | __main__:main:34 - Processing line: Manoj Das is brother of Rinku Das

2021-12-19 00:09:39.591 | DEBUG    | textprocessor:execute:20 - Processing text: Manoj Das is brother of Rinku Das
2021-12-19 00:09:39.598 | DEBUG    | textprocessor:execute:23 - Executing sentence=Manoj Das is brother of Rinku Das
2021-12-19 00:09:39.598 | INFO     | __main__:main:34 - Processing line: Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter

2021-12-19 00:09:39.598 | DEBUG    | textprocessor:execute:20 - Processing text: Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter
2021-12-19 00:09:39.607 | DEBUG    | textprocessor:execute:23 - Executing sentence=Manoj Das is Rinku Das' big brother and Rinku is Tina's daughter
2021-12-19 00:09:39.607 | INFO     | __main__:main:34 - Processing line: Mortgage renewal process starts 120 days prior to end of term

2021-12-19 00:09:39.607 | DEBUG    | textprocessor:execute:20 - Processing text: Mortgage renewal process starts 120 days prior to end of term
2021-12-19 00:09:39.615 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mortgage renewal process starts 120 days prior to end of term
2021-12-19 00:09:39.615 | INFO     | __main__:main:34 - Processing line: Mumbai is the capital of Maharashtra

2021-12-19 00:09:39.615 | DEBUG    | textprocessor:execute:20 - Processing text: Mumbai is the capital of Maharashtra
2021-12-19 00:09:39.621 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mumbai is the capital of Maharashtra
2021-12-19 00:09:39.621 | INFO     | __main__:main:34 - Processing line: Mumbai is the financial capital of India

2021-12-19 00:09:39.621 | DEBUG    | textprocessor:execute:20 - Processing text: Mumbai is the financial capital of India
2021-12-19 00:09:39.627 | DEBUG    | textprocessor:execute:23 - Executing sentence=Mumbai is the financial capital of India
2021-12-19 00:09:39.627 | INFO     | __main__:main:34 - Processing line: Once upon a time there were three bears

2021-12-19 00:09:39.627 | DEBUG    | textprocessor:execute:20 - Processing text: Once upon a time there were three bears
2021-12-19 00:09:39.633 | DEBUG    | textprocessor:execute:23 - Executing sentence=Once upon a time there were three bears
2021-12-19 00:09:39.633 | INFO     | __main__:main:34 - Processing line: Once upon a time there were three bears who were married

2021-12-19 00:09:39.633 | DEBUG    | textprocessor:execute:20 - Processing text: Once upon a time there were three bears who were married
2021-12-19 00:09:39.640 | DEBUG    | textprocessor:execute:23 - Executing sentence=Once upon a time there were three bears who were married
2021-12-19 00:09:39.640 | INFO     | __main__:main:34 - Processing line: People light lamps in their homes

2021-12-19 00:09:39.640 | DEBUG    | textprocessor:execute:20 - Processing text: People light lamps in their homes
2021-12-19 00:09:39.646 | DEBUG    | textprocessor:execute:23 - Executing sentence=People light lamps in their homes
2021-12-19 00:09:39.646 | INFO     | __main__:main:34 - Processing line: People worship Godess Lakshmi

2021-12-19 00:09:39.646 | DEBUG    | textprocessor:execute:20 - Processing text: People worship Godess Lakshmi
2021-12-19 00:09:39.650 | DEBUG    | textprocessor:execute:23 - Executing sentence=People worship Godess Lakshmi
2021-12-19 00:09:39.650 | INFO     | __main__:main:34 - Processing line: The US President is Joe Biden

2021-12-19 00:09:39.650 | DEBUG    | textprocessor:execute:20 - Processing text: The US President is Joe Biden
2021-12-19 00:09:39.657 | DEBUG    | textprocessor:execute:23 - Executing sentence=The US President is Joe Biden
2021-12-19 00:09:39.658 | INFO     | __main__:main:34 - Processing line: Thriller is a hit album of Michael Jackson, released in 1984

2021-12-19 00:09:39.658 | DEBUG    | textprocessor:execute:20 - Processing text: Thriller is a hit album of Michael Jackson, released in 1984
2021-12-19 00:09:39.665 | DEBUG    | textprocessor:execute:23 - Executing sentence=Thriller is a hit album of Michael Jackson, released in 1984
2021-12-19 00:09:39.666 | INFO     | __main__:main:34 - Processing line: Thriller is a hit album of Michael Jackson, released in early 1984

2021-12-19 00:09:39.666 | DEBUG    | textprocessor:execute:20 - Processing text: Thriller is a hit album of Michael Jackson, released in early 1984
2021-12-19 00:09:39.675 | DEBUG    | textprocessor:execute:23 - Executing sentence=Thriller is a hit album of Michael Jackson, released in early 1984
2021-12-19 00:09:39.675 | INFO     | __main__:main:34 - Processing line: We have a working prototype of a rocket
2021-12-19 00:09:39.675 | DEBUG    | textprocessor:execute:20 - Processing text: We have a working prototype of a rocket
2021-12-19 00:09:39.682 | DEBUG    | textprocessor:execute:23 - Executing sentence=We have a working prototype of a rocket
2021-12-19 00:09:39.682 | INFO     | __main__:main:37 - Done
2021-12-19 00:10:01.096 | INFO     | __main__:main:34 - Processing line: Baby One More Time is a song by Britney Spears

2021-12-19 00:10:01.097 | DEBUG    | textprocessor:execute:20 - Processing text: Baby One More Time is a song by Britney Spears
2021-12-19 00:10:01.921 | DEBUG    | textprocessor:execute:23 - Executing sentence=Baby One More Time is a song by Britney Spears
2021-12-19 00:10:01.922 | INFO     | __main__:main:34 - Processing line: Christmas is celebrated across the world by Chirstians

2021-12-19 00:10:01.922 | DEBUG    | textprocessor:execute:20 - Processing text: Christmas is celebrated across the world by Chirstians
